epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7118688225746155,0.0010000000474974513,10.954558372497559,0.6753382086753845,8.233314514160156
1,0.7397189140319824,0.0010000000474974513,6.620744705200195,0.6930280923843384,4.911673545837402
2,0.7725143432617188,0.0010000000474974513,4.067829132080078,0.7252861857414246,3.115297555923462
3,0.7980218529701233,0.0010000000474974513,2.7087790966033936,0.761706531047821,2.1409354209899902
4,0.7943779230117798,0.0010000000474974513,1.9943346977233887,0.7929240465164185,1.6232738494873047
